year	gender	age	education	obs_value
2007	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Basic	1874.534
2007	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Intermediate	1293.92
2007	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Advanced	372.792
2007	Female	Age (Aggregate bands): 55-64	Education (Aggregate levels): Level not stated	223.892
2007	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Total	5760.972
2007	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Less than basic	148.225
2007	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Basic	4295.422
2007	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Intermediate	986.548
2007	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Advanced	211.271
2007	Female	Age (Aggregate bands): 65+	Education (Aggregate levels): Level not stated	119.506
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): Total	49607.472
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 0. Pre-primary education	650.248
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	9460.626
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	10721.753
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 3. Upper secondary education	18349.147
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	42.637
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	6077.828
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	205.116
2007	Total	Age (Aggregate bands): Total	Education (ISCED-97): Level not stated	4100.116
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): Total	7555.066
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 0. Pre-primary education	26.99
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	269.928
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	3347.3
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 3. Upper secondary education	2915.074
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	0.69
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	590.018
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	0.902
2007	Total	Age (Aggregate bands): 15-24	Education (ISCED-97): Level not stated	404.163
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): Total	24694.504
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 0. Pre-primary education	213.221
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 1. Primary education or first stage of basic education	1760.988
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	4605.833
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 3. Upper secondary education	10692.785
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	22.866
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	4152.542
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	130.812
2007	Total	Age (Aggregate bands): 25-54	Education (ISCED-97): Level not stated	3115.457
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): Total	7442.454
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 0. Pre-primary education	143.977
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	2022.492
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1291.499
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 3. Upper secondary education	2740.007
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	12.241
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	790.32
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	45.901
2007	Total	Age (Aggregate bands): 55-64	Education (ISCED-97): Level not stated	396.018
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): Total	9915.448
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 0. Pre-primary education	266.06
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	5407.218
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1477.121
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 3. Upper secondary education	2001.282
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	6.84
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	544.948
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	27.501
2007	Total	Age (Aggregate bands): 65+	Education (ISCED-97): Level not stated	184.477
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): Total	23688.969
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 0. Pre-primary education	278.895
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	3920.028
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5107.38
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 3. Upper secondary education	9498.6
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	13.645
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2954.277
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	132.754
2007	Male	Age (Aggregate bands): Total	Education (ISCED-97): Level not stated	1783.391
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): Total	3797.749
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 0. Pre-primary education	11.985
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	161.408
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1770.139
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 3. Upper secondary education	1413.37
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	254.438
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	
2007	Male	Age (Aggregate bands): 15-24	Education (ISCED-97): Level not stated	186.091
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): Total	12132.173
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 0. Pre-primary education	77.844
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 1. Primary education or first stage of basic education	834.882
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	2232.604
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 3. Upper secondary education	5612.478
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	6.177
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	1930.419
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	77.567
2007	Male	Age (Aggregate bands): 25-54	Education (ISCED-97): Level not stated	1360.203
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): Total	3604.571
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 0. Pre-primary education	71.232
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 1. Primary education or first stage of basic education	862.277
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 2. Lower secondary or second stage of basic education	577.18
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 3. Upper secondary education	1455.16
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 4. Post-secondary non-tertiary education	3.168
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	428.061
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	35.368
2007	Male	Age (Aggregate bands): 55-64	Education (ISCED-97): Level not stated	172.126
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): Total	4154.476
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 0. Pre-primary education	117.835
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 1. Primary education or first stage of basic education	2061.461
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 2. Lower secondary or second stage of basic education	527.456
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 3. Upper secondary education	1017.592
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 4. Post-secondary non-tertiary education	3.982
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	341.359
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	19.82
2007	Male	Age (Aggregate bands): 65+	Education (ISCED-97): Level not stated	64.97
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): Total	25918.502
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 0. Pre-primary education	371.353
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 1. Primary education or first stage of basic education	5540.598
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 2. Lower secondary or second stage of basic education	5614.374
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 3. Upper secondary education	8850.548
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 4. Post-secondary non-tertiary education	28.992
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	3123.552
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	72.362
2007	Female	Age (Aggregate bands): Total	Education (ISCED-97): Level not stated	2316.725
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): Total	3757.317
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 0. Pre-primary education	15.005
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 1. Primary education or first stage of basic education	108.52
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 2. Lower secondary or second stage of basic education	1577.161
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 3. Upper secondary education	1501.704
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 4. Post-secondary non-tertiary education	
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	335.58
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	0.902
2007	Female	Age (Aggregate bands): 15-24	Education (ISCED-97): Level not stated	218.072
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): Total	12562.33
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 0. Pre-primary education	135.378
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 1. Primary education or first stage of basic education	926.106
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 2. Lower secondary or second stage of basic education	2373.228
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 3. Upper secondary education	5080.307
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 4. Post-secondary non-tertiary education	16.689
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification)	2222.124
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification)	53.246
2007	Female	Age (Aggregate bands): 25-54	Education (ISCED-97): Level not stated	1755.254
2007	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): Total	3837.883
2007	Female	Age (Aggregate bands): 55-64	Education (ISCED-97): 0. Pre-primary education	72.745
